Date,temperature_2m_min,temperature_2m_max,Day Temp (Â°C),Humidity (%),DayIndex,LR_Pred
2023-06-01,7.1,15.9,12.2,72.83333333333333,0,12.349831049447324
2023-06-02,3.1,13.8,8.6,77.04166666666667,1,11.433899194350737
2023-06-03,8.5,15.0,11.1,90.08333333333333,2,8.564868272811854
2023-06-04,5.9,17.3,10.8,92.58333333333333,3,8.026658406980054
2023-06-05,8.2,19.6,13.5,79.54166666666667,4,10.924797370313254
2023-06-06,14.3,16.9,15.3,78.625,5,11.142031483011028
2023-06-07,14.9,17.7,16.0,83.29166666666667,6,10.124759582014136
2023-06-08,12.7,16.1,14.4,76.58333333333333,7,11.622563365633987
2023-06-09,8.9,14.1,11.4,68.04166666666667,8,13.52572733285507
2023-06-10,8.4,15.5,11.5,76.0,9,11.780649647665054
2023-06-11,8.1,15.8,11.7,78.54166666666667,10,11.233227050387772
2023-06-12,7.7,14.0,10.6,79.08333333333333,11,11.128015562493658
2023-06-13,8.8,13.5,10.8,76.41666666666667,12,11.732184395901694
2023-06-14,8.4,14.0,10.5,77.33333333333333,13,11.54405832499824
2023-06-15,9.7,15.5,12.3,78.0,14,11.411208642767672
2023-06-16,9.6,15.3,12.4,72.41666666666667,15,12.660268677359491
2023-06-17,9.5,14.4,11.8,66.16666666666667,16,14.056732415079034
2023-06-18,6.8,13.6,10.4,72.83333333333333,17,12.59724940469898
2023-06-19,4.6,11.3,8.4,75.25,18,12.077465001758146
2023-06-20,1.9,11.3,6.0,83.91666666666667,19,10.175770881994925
2023-06-21,2.0,10.9,5.9,83.66666666666667,20,10.245601291564977
2023-06-22,5.5,13.1,8.6,75.20833333333333,21,12.130339795895097
2023-06-23,6.5,10.0,8.4,85.79166666666667,22,9.80486002963968
2023-06-24,6.8,13.6,9.9,80.70833333333333,23,10.94336728688571
2023-06-25,7.5,12.2,9.8,68.58333333333333,24,13.638826158418297
2023-06-26,8.3,14.4,11.2,74.54166666666667,25,12.335959582611444
2023-06-27,6.2,14.2,9.9,81.08333333333333,26,10.90411476656784
2023-06-28,8.0,12.0,9.7,84.16666666666667,27,10.236926660499282
2023-06-29,6.1,12.0,9.3,75.70833333333333,28,12.121665164829402
2023-06-30,10.5,13.9,11.7,76.54166666666667,29,11.951964556816904
2023-07-01,9.5,12.1,10.7,83.75,30,10.372716037645574
2023-07-02,8.5,11.9,10.1,89.625,31,9.088274924729692
2023-07-03,6.0,14.3,9.4,88.79166666666667,32,9.287083574536496
2023-07-04,7.7,12.3,10.3,90.25,33,8.979191994841766
2023-07-05,8.4,14.1,11.0,82.91666666666667,34,10.615186750143852
2023-07-06,9.2,14.0,10.8,76.20833333333333,35,12.112990533763707
2023-07-07,9.2,14.4,11.3,74.16666666666667,36,12.578968395489504
2023-07-08,9.6,13.4,11.0,67.33333333333333,37,14.104410373445806
2023-07-09,10.3,15.1,12.5,74.54166666666667,38,12.525161854274476
2023-07-10,9.1,16.3,12.4,71.54166666666667,39,13.203032539246376
2023-07-11,10.6,16.7,13.3,75.875,40,12.259462489813345
2023-07-12,9.0,16.7,11.9,76.16666666666667,41,12.209527390592122
2023-07-13,9.1,14.8,11.6,69.5,42,13.698118442766491
2023-07-14,10.1,13.7,11.7,70.08333333333333,43,13.583694223426892
2023-07-15,6.4,12.6,9.9,79.70833333333333,44,11.470107280417572
2023-07-16,2.8,14.4,8.2,81.25,45,11.143790237831873
2023-07-17,3.5,15.0,8.4,80.91666666666667,46,11.232046110292888
2023-07-18,7.1,12.6,9.2,74.75,47,12.610084385121468
2023-07-19,3.2,12.4,7.9,75.91666666666667,48,12.366681925545109
2023-07-20,7.1,12.1,8.9,73.91666666666667,49,12.823447055825431
2023-07-21,5.8,12.8,8.8,79.91666666666667,50,11.511367748573097
2023-07-22,3.4,14.4,8.4,79.375,51,11.64568727826153
2023-07-23,6.3,12.2,9.4,85.25,52,10.36124616534564
2023-07-24,6.7,13.5,9.6,84.16666666666667,53,10.615331203825342
2023-07-25,5.4,14.3,9.5,85.54166666666667,54,10.325865087021572
2023-07-26,3.6,14.4,8.5,83.875,55,10.708928365738032
2023-07-27,5.8,15.5,10.8,77.79166666666667,56,12.068541177675645
2023-07-28,11.2,17.4,13.7,73.625,57,13.004368343121058
2023-07-29,9.5,17.6,12.7,78.08333333333333,58,12.033160099351583
2023-07-30,8.8,16.6,12.2,74.75,59,12.784732635887341
2023-07-31,8.1,15.7,11.8,74.79166666666667,60,12.790073925339014
2023-08-01,7.7,14.3,11.5,79.875,61,11.680674709887299
2023-08-02,5.0,16.1,10.3,80.29166666666667,62,11.603101416329626
2023-08-03,9.8,17.7,13.8,70.83333333333333,63,13.70894547535133
2023-08-04,10.2,16.5,14.4,72.125,64,13.437904821438526
2023-08-05,6.7,12.8,10.2,78.04166666666667,65,12.144250977077157
2023-08-06,6.7,13.0,9.3,91.5,66,9.183092741083438
2023-08-07,5.1,13.0,8.3,90.83333333333333,67,9.345050465108322
2023-08-08,4.0,12.8,7.5,93.33333333333333,68,8.80684059927652
2023-08-09,5.7,16.8,11.8,72.79166666666667,69,13.363271222796582
2023-08-10,8.6,14.1,11.6,76.0,70,12.668444922391583
2023-08-11,6.6,15.3,10.8,73.375,71,13.26340102435414
2023-08-12,9.8,15.1,11.4,78.08333333333333,72,12.23691639191177
2023-08-13,3.7,12.3,8.4,84.91666666666667,73,10.740582455749777
2023-08-14,2.2,11.5,7.2,83.75,74,11.013092957120449
2023-08-15,2.7,12.4,7.6,80.16666666666667,75,11.819941882329104
2023-08-16,1.2,14.0,7.2,75.20833333333333,76,12.930810945238688
2023-08-17,6.6,12.9,9.3,75.0,77,12.991428623363259
2023-08-18,8.1,11.7,9.4,75.5,78,12.895429866914624
2023-08-19,9.0,16.1,12.6,75.0,79,13.020536665157572
2023-08-20,11.2,18.3,13.6,71.95833333333333,80,13.707620081574957
2023-08-21,10.5,16.3,13.6,79.75,81,11.99939332216687
2023-08-22,8.6,14.2,12.2,86.25,82,10.576761237568743
2023-08-23,5.5,16.6,10.4,75.66666666666667,83,12.931349045618475
2023-08-24,7.4,17.2,11.8,72.91666666666667,84,13.553943341917478
2023-08-25,9.8,19.5,12.9,75.125,85,13.080222596204061
2023-08-26,10.3,14.7,11.9,77.70833333333333,86,12.523587267481297
2023-08-27,8.3,14.3,10.8,87.58333333333333,87,10.354723935799086
2023-08-28,7.7,16.8,10.7,93.33333333333333,88,9.097921017219644
2023-08-29,9.5,19.4,14.7,76.16666666666667,89,12.90812039365562
2023-08-30,7.9,16.1,12.8,79.625,90,12.158017704577723
2023-08-31,6.6,14.4,10.7,80.20833333333333,91,12.043593485238123
2023-09-01,7.3,13.9,10.9,76.16666666666667,92,12.95178245634709
2023-09-02,3.0,16.3,9.5,83.0,93,11.455448520185104
2023-09-03,4.4,18.8,11.5,75.83333333333333,94,13.054592349705262
2023-09-04,10.4,21.1,14.8,66.04166666666667,95,15.234138260290822
2023-09-05,4.9,13.7,9.2,73.5,96,13.599613352446598
2023-09-06,5.0,18.0,11.6,63.333333333333336,97,15.862073846041502
2023-09-07,10.6,20.7,15.4,59.083333333333336,98,16.81632647437788
2023-09-08,7.4,10.6,9.1,71.83333333333333,99,14.011784672957372
2023-09-09,6.0,14.1,9.8,66.16666666666667,100,15.279270170440157
2023-09-10,7.8,14.8,10.8,80.20833333333333,101,12.189133694209687
2023-09-11,6.0,15.4,10.6,82.29166666666667,102,11.743051142832712
2023-09-12,9.0,22.1,14.2,70.33333333333333,103,14.401659088583369
2023-09-13,8.3,22.4,14.5,75.04166666666667,104,13.375174456140993
2023-09-14,9.7,22.8,16.8,68.0,105,14.946680091324705
2023-09-15,13.2,23.0,17.9,59.5,106,16.840631327100304
2023-09-16,10.2,23.0,16.7,60.708333333333336,107,16.588016136078465
2023-09-17,10.7,22.6,15.8,71.41666666666667,108,14.234898175486602
2023-09-18,11.3,18.0,14.1,83.91666666666667,109,11.485632762738984
2023-09-19,14.7,26.3,20.2,57.125,110,17.423973103081437
2023-09-20,8.8,16.8,14.3,65.0,111,15.697320880782387
2023-09-21,7.4,14.1,10.8,72.875,112,13.970668658483335
2023-09-22,6.0,14.3,10.3,73.70833333333333,113,13.800968050470843
2023-09-23,5.2,16.5,10.5,76.83333333333333,114,13.124567212956807
2023-09-24,6.7,22.7,14.6,69.83333333333333,115,14.686860116695035
2023-09-25,12.9,21.6,16.1,66.41666666666667,116,15.45685811612176
2023-09-26,7.6,16.6,12.3,75.75,117,13.407760293230822
2023-09-27,7.9,16.8,11.9,75.33333333333333,118,13.514441628582802
2023-09-28,6.5,18.6,12.7,76.29166666666667,119,13.317102826233858
2023-09-29,6.5,27.5,17.0,54.375,120,18.17755358745485
2023-09-30,15.4,27.0,20.8,36.083333333333336,121,22.236496712918854
2023-10-01,9.7,21.3,17.5,49.291666666666664,122,19.330614865598037
2023-10-02,5.8,26.6,17.2,59.208333333333336,123,17.15253880247034
2023-10-03,11.9,23.6,17.0,77.33333333333333,124,13.159554644582578
2023-10-04,10.9,12.9,11.9,80.95833333333333,125,12.372601029722748
2023-10-05,7.8,16.4,12.0,72.58333333333333,126,14.238914071161904
2023-10-06,9.0,14.1,11.7,66.125,127,15.681441466108858
2023-10-07,8.7,13.7,11.4,66.83333333333333,128,15.53937905243281
2023-10-08,4.3,15.4,10.4,75.875,129,13.554770349660245
2023-10-09,6.5,15.1,10.9,78.79166666666667,130,12.924433169373623
2023-10-10,7.4,15.9,11.8,79.375,131,12.810008950034025
2023-10-11,5.8,23.9,16.0,67.70833333333333,132,15.404127775666302
2023-10-12,10.6,19.5,14.5,68.625,133,15.21600170476284
2023-10-13,10.1,15.6,12.9,77.79166666666667,134,13.203754807653828
2023-10-14,11.0,17.2,14.0,70.33333333333333,135,14.867387757292368
2023-10-15,8.3,16.5,12.4,77.33333333333333,136,13.33420289534845
2023-10-16,9.6,14.0,11.7,68.875,137,15.218941399678569
2023-10-17,9.9,15.6,12.3,70.54166666666667,138,14.86498616275642
2023-10-18,6.5,22.7,14.5,74.41666666666667,139,14.022756159223698
2023-10-19,9.5,25.0,17.3,69.08333333333333,140,15.216539805142625
2023-10-20,11.7,27.8,20.1,60.791666666666664,141,17.064427383690813
2023-10-21,12.8,23.2,19.7,51.708333333333336,142,19.08735685970317
2023-10-22,11.2,15.1,13.1,67.95833333333333,143,15.508945616862125
2023-10-23,10.5,16.8,13.3,69.125,144,15.265543157285766
2023-10-24,10.8,24.2,17.3,51.958333333333336,145,19.075742533721744
2023-10-25,7.2,12.8,10.1,62.708333333333336,146,16.713411841684394
2023-10-26,7.7,13.9,11.4,66.83333333333333,147,15.815905449478779
2023-10-27,9.0,19.7,13.5,65.625,148,16.09762868229493
2023-10-28,8.7,22.2,15.5,59.0,149,17.577007003023816
2023-10-29,7.4,20.7,14.0,78.70833333333333,150,13.233939050207715
2023-10-30,10.9,22.3,15.7,67.5,151,15.72671782993968
2023-10-31,8.6,16.0,12.6,58.833333333333336,152,17.65751999149721
2023-11-01,8.9,15.1,12.3,71.625,153,14.843765458631218
2023-11-02,10.8,15.5,13.2,68.66666666666667,154,15.512423412157638
2023-11-03,11.6,15.4,13.2,70.91666666666667,155,15.029489934998733
2023-11-04,10.4,17.6,14.1,69.45833333333333,156,15.366489556487782
2023-11-05,8.8,22.4,15.7,71.20833333333333,157,14.99410885667467
2023-11-06,11.1,28.1,20.1,62.166666666666664,158,17.007825601241542
2023-11-07,14.9,29.1,21.9,57.958333333333336,159,17.95286549813244
2023-11-08,15.2,29.7,20.5,67.66666666666667,160,15.820853092232156
2023-11-09,13.5,21.1,16.7,81.66666666666667,161,12.739929347447166
2023-11-10,11.7,31.4,22.2,60.791666666666664,162,17.370061822531095
2023-11-11,12.7,25.0,19.1,56.125,163,18.416441765322297
2023-11-12,10.8,19.5,14.8,61.125,164,17.325468012761547
2023-11-13,11.5,18.8,14.5,65.375,165,16.40032342621948
2023-11-14,11.1,16.0,13.7,71.58333333333333,166,15.042180461739733
2023-11-15,11.8,18.1,14.5,71.91666666666667,167,14.983032631073026
2023-11-16,12.6,16.8,14.1,67.91666666666667,168,15.88200887073651
2023-11-17,12.3,17.0,14.3,60.708333333333336,169,17.490365431702152
2023-11-18,11.6,19.3,15.3,70.33333333333333,170,15.376778488692835
2023-11-19,9.6,21.4,15.9,79.25,171,13.41980798025672
2023-11-20,12.5,18.9,15.7,77.29166666666667,172,13.867360379091554
2023-11-21,14.3,19.3,16.2,77.625,173,13.80821254842485
2023-11-22,13.0,19.0,15.9,72.04166666666667,174,15.05727258301667
2023-11-23,14.0,23.9,18.8,75.375,175,14.334808088275222
2023-11-24,15.4,28.4,20.4,77.58333333333333,176,13.861087342561802
2023-11-25,16.6,26.5,20.7,72.33333333333333,177,15.036445525589764
2023-11-26,15.2,18.3,16.7,82.41666666666667,178,12.821518536680138
2023-11-27,14.4,17.5,15.6,78.79166666666667,179,13.637580193334276
2023-11-28,13.8,23.2,18.4,72.75,180,14.987980273826409
2023-11-29,15.0,19.5,17.2,82.58333333333333,181,12.828329673589675
2023-11-30,13.6,18.2,15.4,81.25,182,13.137691100742272
2023-12-01,13.7,21.6,17.4,79.29166666666667,183,13.58524349957711
2023-12-02,14.1,16.0,15.3,92.04166666666667,184,10.780701698156598
2023-12-03,14.1,21.4,17.3,76.41666666666667,185,14.250030011109718
2023-12-04,10.8,30.6,21.0,64.04166666666667,186,17.000765271315203
2023-12-05,13.9,24.7,18.4,71.25,187,15.421516752143873
2023-12-06,12.9,21.5,16.8,71.45833333333333,188,15.390007115813617
2023-12-07,10.6,23.1,17.5,67.875,189,16.196856041022272
2023-12-08,18.2,33.0,25.1,58.875,190,18.201360054143663
2023-12-09,13.9,18.2,16.6,86.83333333333333,191,12.034171275122016
2023-12-10,13.9,20.1,17.4,81.41666666666667,192,13.246380383931903
2023-12-11,16.9,20.4,18.7,93.20833333333333,193,10.653731405757497
2023-12-12,17.8,31.8,23.8,82.79166666666667,194,12.971468288025292
2023-12-13,18.7,33.8,25.2,68.70833333333333,195,16.099925537495558
2023-12-14,15.8,23.9,19.5,68.625,196,16.13290502128368
2023-12-15,11.5,21.8,16.9,68.58333333333333,197,16.15667177362632
2023-12-16,13.5,22.3,17.4,61.333333333333336,198,17.774241066037444
2023-12-17,11.1,23.1,17.4,66.66666666666667,199,16.60956546191283
2023-12-18,13.4,25.4,20.4,63.708333333333336,200,17.27822341543925
2023-12-19,13.4,18.1,16.0,75.70833333333333,201,14.639510780037426
2023-12-20,12.3,20.0,15.9,61.375,202,17.823244418180586
2023-12-21,13.3,24.9,18.6,62.666666666666664,203,17.55220376426778
2023-12-22,13.2,23.4,18.4,59.291666666666664,204,18.31298903224903
2023-12-23,11.2,22.9,17.0,69.41666666666667,205,16.088849311893917
2023-12-24,12.3,23.3,17.8,73.45833333333333,206,15.209768382579263
2023-12-25,16.0,21.4,17.9,88.08333333333333,207,11.990653666112038
2023-12-26,15.3,23.7,18.9,86.20833333333333,208,12.419780602055909
2023-12-27,16.9,23.2,19.6,85.75,209,12.535674668853373
2023-12-28,16.3,18.8,17.4,80.75,210,13.655756463208437
2023-12-29,13.4,19.1,16.1,70.91666666666667,211,15.84451510523948
2023-12-30,11.5,17.2,14.9,67.16666666666667,212,16.68821495623007
2023-12-31,13.5,20.1,16.5,61.666666666666664,213,17.918849527930927
2024-01-01,10.4,23.1,17.6,77.95833333333333,214,14.331225553644398
2024-01-02,15.9,26.2,20.7,81.33333333333333,215,13.599548327457462
2024-01-03,15.5,26.4,20.6,85.91666666666667,216,12.600701889351535
2024-01-04,17.1,22.0,19.0,83.5,217,13.149594334086682
2024-01-05,14.9,25.7,20.3,78.33333333333333,218,14.306527054223677
2024-01-06,14.4,30.8,23.3,69.08333333333333,219,16.366307456017964
2024-01-07,19.6,23.8,21.3,83.04166666666667,220,13.29459644267846
2024-01-08,17.5,20.2,19.3,93.625,221,10.969116676423042
2024-01-09,14.5,23.6,19.3,79.66666666666667,222,14.069935731556859
2024-01-10,14.5,25.7,18.9,83.0,223,13.347471236815412
2024-01-11,15.3,22.3,18.5,76.20833333333333,224,14.863700483326227
2024-01-12,14.6,31.9,22.2,76.5,225,14.813765384105002
2024-01-13,15.8,21.4,18.3,80.0,226,14.054449963581625
2024-01-14,15.1,21.8,18.6,72.41666666666667,227,15.745721107556607
2024-01-15,14.0,28.5,21.4,72.5,228,15.7418496655628
2024-01-16,18.1,30.0,24.3,60.333333333333336,229,18.446521268540867
2024-01-17,15.6,23.6,19.6,73.70833333333333,230,15.503788495438119
2024-01-18,12.9,22.0,16.8,62.083333333333336,231,18.08869458962491
2024-01-19,13.1,19.8,16.7,72.79166666666667,232,15.735576629033044
2024-01-20,11.5,25.8,19.8,69.83333333333333,233,16.404234582559468
2024-01-21,14.7,20.0,17.5,69.91666666666667,234,16.400363140565652
2024-01-22,13.4,19.3,16.7,62.5,235,18.054783358758712
2024-01-23,10.4,29.9,20.5,67.45833333333333,236,16.973022337643442
2024-01-24,17.4,29.5,23.0,61.291666666666664,237,18.35106061247202
2024-01-25,15.8,22.5,18.8,83.29166666666667,238,13.501292430154374
2024-01-26,14.4,22.5,18.2,65.95833333333333,239,17.34834273237228
2024-01-27,11.0,24.3,17.5,62.333333333333336,240,18.164404389026423
2024-01-28,12.9,23.7,18.7,72.375,241,15.958690131562278
2024-01-29,14.5,27.4,19.8,78.125,242,14.70188721298284
2024-01-30,14.8,24.0,18.5,75.66666666666667,243,15.259992389163466
2024-01-31,14.7,20.7,17.8,69.04166666666667,244,16.73937070989235
2024-02-01,13.8,25.2,19.0,67.33333333333333,245,17.131646720054295
2024-02-02,14.6,21.5,17.5,64.45833333333333,246,17.78187921068975
2024-02-03,10.8,30.6,19.9,64.83333333333333,247,17.713518648577562
2024-02-04,13.0,36.7,24.8,56.958333333333336,248,19.469278912670923
2024-02-05,16.2,21.9,18.9,68.79166666666667,249,16.867417203051026
2024-02-06,14.9,20.2,17.5,57.833333333333336,250,19.3049195941101
2024-02-07,12.4,22.0,17.3,65.70833333333333,251,17.57826737181105
2024-02-08,14.3,22.9,18.0,72.41666666666667,252,16.10957162998551
2024-02-09,16.1,20.9,18.3,70.08333333333333,253,16.640038611829695
2024-02-10,13.2,26.2,19.7,67.83333333333333,254,17.15208013078291
2024-02-11,15.2,32.1,23.8,62.041666666666664,255,18.44720382260214
2024-02-12,16.1,35.5,24.5,61.208333333333336,256,18.646012472408948
2024-02-13,17.8,35.2,25.5,54.541666666666664,257,20.13460352458332
2024-02-14,13.6,18.9,16.5,57.708333333333336,258,19.448989955623798
2024-02-15,10.6,20.7,16.5,60.041666666666664,259,18.947631015573933
2024-02-16,11.0,23.0,17.4,71.25,260,16.483960277636275
2024-02-17,11.9,23.3,17.9,78.83333333333333,261,14.821797175455602
2024-02-18,14.0,22.3,18.0,75.75,262,15.518093323318471
2024-02-19,15.9,22.2,18.7,71.91666666666667,263,16.380218637200024
2024-02-20,14.0,30.0,21.6,72.91666666666667,264,16.173667103405595
2024-02-21,19.1,33.1,25.9,53.916666666666664,265,20.389226663442805
2024-02-22,19.2,37.4,26.3,52.625,266,20.689375359149924
2024-02-23,16.1,21.4,18.5,59.625,267,19.156190497206005
2024-02-24,13.2,20.9,17.5,58.208333333333336,268,19.48397738724957
2024-02-25,10.2,31.1,20.1,63.625,269,18.30087632023399
2024-02-26,15.0,20.1,17.8,63.875,270,18.260153952458253
2024-02-27,11.0,29.2,20.3,68.79166666666667,271,17.187605662788464
2024-02-28,16.8,34.0,26.0,46.708333333333336,272,22.084907349791386
2024-02-29,17.1,25.5,20.9,62.708333333333336,273,18.56177249562323
2024-03-01,13.1,26.7,19.4,70.70833333333333,274,16.80748207898774
2024-03-02,13.2,20.4,17.0,65.16666666666667,275,18.047329382134073
2024-03-03,11.0,19.9,15.9,62.125,276,18.734412798551457
2024-03-04,13.0,20.4,16.3,59.0,277,19.439921677859807
2024-03-05,9.6,30.9,20.7,55.833333333333336,278,20.154643288613638
2024-03-06,12.4,26.1,19.0,65.08333333333333,279,18.123970928613666
2024-03-07,15.4,21.8,18.4,67.58333333333333,280,17.585761062781867
2024-03-08,11.9,26.6,19.4,75.45833333333333,281,15.859108840482817
2024-03-09,16.6,37.8,27.9,49.291666666666664,282,21.65925820914303
2024-03-10,24.3,36.1,30.6,30.916666666666668,283,25.736626797497998
2024-03-11,21.5,34.7,28.3,37.291666666666664,284,24.34163290723632
2024-03-12,17.5,25.6,21.7,64.29166666666667,285,18.38633695146077
2024-03-13,17.0,19.6,17.9,79.04166666666667,286,15.139584040657095
2024-03-14,15.7,21.7,18.3,77.04166666666667,287,15.596349170937412
2024-03-15,15.1,27.0,20.1,67.29166666666667,288,17.76668235007749
2024-03-16,13.2,28.9,20.9,61.375,289,19.089444236233177
2024-03-17,16.6,29.0,22.3,51.25,290,21.3426919983826
2024-03-18,15.0,30.3,22.6,57.791666666666664,291,19.91084718233899
2024-03-19,16.7,28.6,22.6,60.041666666666664,292,19.427913705180085
2024-03-20,12.3,17.5,15.4,54.541666666666664,293,20.658548276880943
2024-03-21,12.0,19.6,15.7,54.291666666666664,294,20.728378686450995
2024-03-22,8.7,21.1,15.3,71.375,295,16.965712814700296
2024-03-23,12.4,19.5,15.5,70.54166666666667,296,17.1645214645071
2024-03-24,9.8,22.7,15.8,62.875,297,18.87421807137305
2024-03-25,11.7,23.2,16.7,69.58333333333333,298,17.405522329547516
2024-03-26,11.2,21.5,16.4,70.95833333333333,299,17.116056212743747
2024-03-27,12.3,20.5,16.1,75.58333333333333,300,16.107997043192338
2024-03-28,13.1,19.5,16.4,67.58333333333333,301,17.891395501622146
2024-03-29,9.8,27.7,17.5,74.33333333333333,302,16.413487028351128
2024-03-30,13.2,22.5,17.0,84.33333333333333,303,14.216985502332463
2024-03-31,12.2,21.6,16.2,85.20833333333333,304,14.038072162874489
2024-04-01,12.7,27.4,19.2,78.29166666666667,305,15.581939603721747
2024-04-02,13.8,20.1,16.7,76.04166666666667,306,16.09398112267496
2024-04-03,11.2,16.2,13.9,80.29166666666667,307,15.168836536132897
2024-04-04,10.4,17.9,14.0,67.79166666666667,308,17.94720999067483
2024-04-05,8.8,19.2,14.3,79.20833333333333,309,15.43747559550976
2024-04-06,12.3,19.3,16.1,84.54166666666667,310,14.272799991385142
2024-04-07,15.3,19.7,16.8,88.45833333333333,311,13.421357256406939
2024-04-08,12.2,19.8,15.5,76.70833333333333,312,16.03390154493018
2024-04-09,10.0,14.9,12.6,74.41666666666667,313,16.55515579532888
2024-04-10,11.2,16.8,13.9,75.0,314,16.44073157598928
2024-04-11,12.0,17.3,14.5,80.29166666666667,315,15.285268703310146
2024-04-12,11.2,16.9,13.8,80.25,316,15.309035455652786
2024-04-13,8.3,17.9,13.0,80.75,317,15.213036699204151
2024-04-14,9.2,18.5,13.4,82.625,318,14.813017805054592
2024-04-15,7.2,19.7,13.5,83.125,319,14.717019048605955
2024-04-16,10.6,17.3,13.7,88.20833333333333,320,13.607619833154242
2024-04-17,9.7,16.6,13.2,87.91666666666667,321,13.68666297416977
2024-04-18,10.0,16.6,13.5,78.29166666666667,322,15.829357958973402
2024-04-19,11.5,16.5,14.0,80.79166666666667,323,15.291148093141604
2024-04-20,9.0,16.0,12.3,80.20833333333333,324,15.43468035427552
2024-04-21,6.9,15.9,11.2,82.66666666666667,325,14.905683219889202
2024-04-22,6.6,22.2,13.3,71.66666666666667,326,17.35239834239376
2024-04-23,12.6,22.9,17.4,52.5,327,21.6048088282129
2024-04-24,9.9,14.9,12.2,70.91666666666667,328,17.547335550206757
2024-04-25,9.6,15.5,12.4,73.75,329,16.9354238328111
2024-04-26,10.7,15.9,12.7,73.70833333333333,330,16.95919058515374
2024-04-27,6.0,17.6,11.5,78.5,331,15.914280489820397
2024-04-28,6.6,20.9,13.5,72.29166666666667,332,17.301531496094455
2024-04-29,11.5,16.0,13.3,66.25,333,18.651931576586588
2024-04-30,10.3,15.0,12.7,69.95833333333333,334,17.846552498835795
2024-05-01,6.5,18.1,11.7,80.66666666666667,335,15.493434538243925
2024-05-02,6.6,15.9,10.0,89.41666666666667,336,13.573314955589744
2024-05-03,6.6,15.7,10.6,89.5,337,13.569443513595935
2024-05-04,5.4,14.9,9.9,90.41666666666667,338,13.381317442692474
2024-05-05,9.1,16.5,12.6,89.75,339,13.54327516671735
2024-05-06,9.3,18.5,13.1,85.08333333333333,340,14.589655109508557
2024-05-07,8.7,16.2,11.9,89.70833333333333,341,13.581595939957147
2024-05-08,8.7,18.3,12.5,88.625,342,13.83568097843685
2024-05-09,9.6,16.2,12.6,91.83333333333333,343,13.14085467803185
2024-05-10,10.7,17.0,13.6,94.0,344,12.676346663763908
2024-05-11,11.4,18.6,13.8,87.125,345,14.211001373165693
2024-05-12,8.1,17.3,11.8,89.54166666666667,346,13.691216970224858
2024-05-13,8.7,19.1,13.2,82.79166666666667,347,15.198233485290192
2024-05-14,7.2,15.9,11.7,75.875,348,16.742100926137454
2024-05-15,5.0,15.8,9.9,84.125,349,14.932534120829063
2024-05-16,5.5,17.7,10.8,85.08333333333333,350,14.73519531848012
2024-05-17,5.8,15.6,10.5,82.58333333333333,351,15.30251322610623
2024-05-18,5.7,13.2,9.9,64.29166666666667,352,19.361456351570233
2024-05-19,6.4,14.3,10.8,78.41666666666667,353,16.252894412448796
2024-05-20,10.2,13.7,11.6,86.58333333333333,354,14.461753070031374
2024-05-21,7.3,14.0,10.8,85.79166666666667,355,14.651348988392694
2024-05-22,4.6,15.3,9.9,88.45833333333333,356,14.076288196778968
2024-05-23,6.6,14.6,10.9,89.125,357,13.9434385145484
2024-05-24,4.8,14.3,9.2,90.5,358,13.653972397744633
2024-05-25,6.0,15.4,10.5,89.58333333333333,359,13.87120651044241
2024-05-26,4.9,15.5,8.8,88.625,360,14.097653354585661
2024-05-27,4.5,17.6,10.1,74.29166666666667,361,17.281386992728823
2024-05-28,8.5,17.7,11.8,67.66666666666667,362,18.760765313457707
2024-05-29,9.5,18.0,13.5,59.875,363,20.498100114660108
2024-05-30,14.8,19.1,16.5,67.58333333333333,364,18.808298818142987
2024-05-31,10.1,16.5,13.5,70.125,365,18.260876220865708
2024-06-01,4.8,12.9,9.1,84.41666666666667,366,15.115463355962337
